Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
1064,1,386,1,2,3,2,15,91,420,540,4,5
1065,3,164,4,2,3,2,30,90,0,300,3,5
1066,7,500,9,1,3,2,65,4,180,300,1,5
1067,3,188,4,1,3,2,5,3,0,300,2,5
1068,7,145,9,2,3,2,65,44,0,300,4,5
1069,2,544,3,1,3,2,12,21,180,300,3,5
1070,2,525,3,1,3,2,80,62,0,300,4,5
1071,4,157,5,1,3,2,10,92,60,180,3,5
1072,1,372,2,2,3,2,83,60,180,300,4,5
1073,4,385,4,2,3,2,100,53,420,540,4,5
1074,4,405,4,2,3,2,30,100,420,540,1,5
1075,2,241,2,2,3,2,5,74,300,600,3,5
1076,6,426,8,1,3,2,69,70,0,300,3,5
1077,3,580,4,2,3,2,52,77,180,300,4,5
1078,7,360,7,2,3,2,1,2,420,540,2,5
1079,7,373,8,2,3,2,99,32,300,600,4,5
1080,1,164,1,2,3,2,75,36,420,540,1,5
1081,1,310,1,2,3,2,54,68,420,540,3,5
1082,4,580,6,2,3,2,50,87,300,420,3,5
1083,4,111,4,2,3,2,80,27,300,420,2,5
1084,7,280,7,2,3,2,31,82,420,540,2,5
1085,1,192,1,2,3,2,52,97,420,540,4,5
1086,7,418,7,2,3,2,98,42,420,540,4,5
1087,2,288,2,2,3,2,22,1,420,540,4,5
1088,5,515,7,2,3,2,55,88,300,420,4,5
1089,3,566,4,2,3,2,61,81,60,180,2,5
1090,6,519,7,2,3,2,88,9,300,600,1,5
1091,2,425,4,2,3,2,60,14,0,300,3,5
1092,2,413,2,2,3,2,95,88,420,540,1,5
1093,4,175,5,2,3,2,6,24,180,300,1,5
1094,5,1,5,2,3,2,39,58,60,180,4,5
1095,4,269,4,2,3,2,89,99,300,420,3,5
1096,4,463,5,2,3,2,11,73,300,600,3,5
1097,7,2,7,2,3,2,18,4,60,180,2,5
1098,7,66,7,1,3,2,86,49,180,300,4,5
1099,4,145,5,2,3,2,25,22,0,300,3,5
1100,7,68,7,1,3,2,92,82,180,300,2,5
1101,6,415,6,2,3,2,79,64,420,540,1,5
1102,1,388,2,2,3,2,100,70,420,540,2,5
1103,1,427,3,1,3,2,48,19,0,300,3,5
1104,1,26,1,2,3,2,51,36,420,540,2,5
1105,5,596,6,2,3,2,7,34,180,300,4,5
1106,2,527,4,2,3,2,36,50,300,420,2,5
1107,7,185,7,2,3,2,98,70,300,600,4,5
1108,1,570,2,2,3,2,16,48,0,300,3,5
1109,7,313,7,2,3,2,100,8,420,540,3,5
1110,2,379,2,2,3,2,74,90,420,540,1,5
1111,3,287,4,2,3,2,10,90,420,540,3,5
1112,3,90,3,2,3,2,49,77,420,540,3,5
1113,2,60,2,2,3,2,6,25,180,300,2,5
1114,7,146,8,1,3,2,28,58,180,300,1,5
1115,4,125,4,2,3,2,45,69,300,600,3,5
1116,1,33,1,1,3,2,99,31,60,180,1,5
1117,3,100,4,2,3,2,11,60,60,180,3,5
1118,7,189,8,2,3,2,89,85,300,420,3,5
1119,5,270,6,2,3,2,16,36,60,180,4,5
1120,7,126,7,2,3,2,64,14,180,300,3,5
1121,7,39,8,2,3,2,17,54,420,540,3,5
1122,4,135,4,2,3,2,13,4,300,420,1,5
1123,2,193,2,2,3,2,86,96,420,540,2,5
1124,5,515,6,1,3,2,5,75,180,300,1,5
1125,1,123,2,1,3,2,84,26,180,300,1,5
1126,4,161,4,2,3,2,70,8,420,540,2,5
1127,6,261,7,2,3,2,23,76,60,180,4,5
1128,6,401,7,2,3,2,93,39,300,600,2,5
1129,7,125,8,1,3,2,83,80,60,180,2,5
1130,3,218,3,2,3,2,50,81,300,600,3,5
1131,7,87,8,2,3,2,47,36,60,180,3,5
1132,6,550,8,2,3,2,71,9,180,300,4,5
1133,4,497,6,1,3,2,10,37,180,300,4,5
1134,6,297,6,2,3,2,79,98,300,420,2,5
1135,2,192,2,2,3,2,97,27,420,540,4,5
1136,5,512,7,2,3,2,44,44,60,180,1,5
1137,1,29,3,2,3,2,7,93,0,300,2,5
1138,3,199,3,2,3,2,65,89,300,600,3,5
1139,6,511,8,2,3,2,95,48,60,180,1,5
1140,7,515,9,1,3,2,98,8,180,300,2,5
1141,2,401,3,1,3,2,32,14,180,300,4,5
1142,5,107,5,2,3,2,53,35,300,600,4,5
1143,6,431,7,2,3,2,80,18,420,540,1,5
1144,2,238,2,2,3,2,42,72,300,420,4,5
1145,7,465,9,2,3,2,31,94,0,300,1,5
1146,4,455,5,2,3,2,65,24,0,300,2,5
1147,1,560,3,2,3,2,93,58,300,600,3,5
1148,6,100,7,2,3,2,79,20,180,300,4,5
1149,5,452,6,2,3,2,37,41,180,300,2,5
1150,5,468,7,1,3,2,93,41,60,180,3,5
1151,1,599,3,2,3,2,23,2,60,180,4,5
1152,1,411,1,2,3,2,51,8,420,540,3,5
1153,2,272,3,2,3,2,75,93,0,300,4,5
1154,4,515,6,2,3,2,91,65,60,180,3,5
1155,3,550,4,1,3,2,95,88,180,300,3,5
1156,2,597,3,2,3,2,78,72,300,420,3,5
1157,6,166,6,1,3,2,99,8,180,300,2,5
1158,7,225,7,2,3,2,64,3,300,420,1,5
1159,3,168,4,2,3,2,30,2,60,180,1,5
1160,3,576,5,2,3,2,93,41,300,420,2,5
1161,2,239,2,2,3,2,51,62,420,540,1,5
1162,5,475,7,1,3,2,38,58,60,180,2,5
1163,7,362,8,2,3,2,93,57,60,180,1,5
1164,5,13,5,1,3,2,8,72,60,180,3,5
1165,4,373,5,2,3,2,87,75,60,180,2,5
1166,4,44,4,2,3,2,77,15,180,300,4,5
1167,2,32,3,2,3,2,55,34,420,540,2,5
1168,4,400,5,2,3,2,90,19,300,600,2,5
1169,5,130,5,2,3,2,88,79,180,300,1,5
1170,5,282,5,2,3,2,70,70,420,540,2,5
1171,6,167,7,2,3,2,40,21,180,300,3,5
1172,5,468,7,2,3,2,88,71,180,300,1,5
1173,7,295,7,2,3,2,7,89,300,420,1,5
1174,4,433,6,2,3,2,98,23,300,600,1,5
1175,6,79,6,2,3,2,93,70,300,600,1,5
1176,6,291,7,2,3,2,52,15,180,300,1,5
1177,6,199,6,2,3,2,88,57,420,540,2,5
1178,1,6,1,2,3,2,22,70,420,540,2,5
1179,2,239,2,2,3,2,49,13,420,540,3,5
1180,2,68,3,2,3,2,64,14,0,300,4,5
1181,3,275,3,2,3,2,39,92,420,540,4,5
1182,1,571,3,2,3,2,80,22,0,300,4,5
1183,3,49,3,2,3,2,35,95,420,540,4,5
1184,1,467,2,2,3,2,72,6,180,300,2,5
1185,1,537,2,2,3,2,16,69,180,300,1,5
1186,5,453,6,2,3,2,45,89,420,540,2,5
1187,4,328,4,2,3,2,84,81,420,540,1,5
1188,5,115,6,1,3,2,78,7,180,300,1,5
1189,1,48,2,2,3,2,100,30,60,180,3,5
1190,7,215,7,2,3,2,69,36,420,540,3,5
1191,7,573,8,2,3,2,46,80,60,180,3,5
1192,7,526,8,2,3,2,75,48,420,540,4,5
1193,6,254,7,2,3,2,2,6,420,540,2,5
1194,5,408,5,2,3,2,38,39,420,540,3,5
1195,3,389,4,2,3,2,46,33,0,300,3,5
1196,6,263,7,1,3,2,73,54,60,180,1,5
1197,5,183,5,2,3,2,5,78,300,420,2,5
1198,3,201,4,2,3,2,94,17,180,300,1,5
1199,2,307,2,2,3,2,58,42,420,540,2,5
1200,6,583,7,1,3,2,11,15,180,300,3,5
1201,3,389,5,2,3,2,22,9,180,300,2,5
1202,5,401,5,2,3,2,61,17,420,540,2,5
1203,3,43,3,2,3,2,77,97,420,540,2,5
1204,7,179,7,2,3,2,4,79,180,300,3,5
1205,5,426,7,2,3,2,25,17,420,540,1,5
1206,6,583,8,2,3,2,46,52,300,600,4,5
1207,5,589,6,2,3,2,22,36,180,300,2,5
1208,6,312,6,2,3,2,25,80,420,540,4,5
1209,5,16,6,2,3,2,22,41,60,180,4,5
1210,6,482,8,2,3,2,39,67,0,300,1,5
1211,1,541,3,2,3,2,44,88,300,420,2,5
1212,5,556,6,2,3,2,24,75,60,180,2,5
1213,1,444,2,2,3,2,15,77,60,180,4,5
1214,6,295,6,2,3,2,74,42,300,600,4,5
1215,1,586,3,2,3,2,42,90,420,540,3,5
1216,4,219,5,2,3,2,92,98,300,600,1,5
1217,5,31,5,2,3,2,71,11,300,600,4,5
1218,5,541,6,2,3,2,68,25,300,600,4,5
1219,5,166,6,2,3,2,0,67,60,180,2,5
1220,5,0,5,2,3,2,31,9,300,420,2,5
1221,3,252,3,2,3,2,81,98,420,540,2,5
1222,7,520,9,1,3,2,87,11,0,300,2,5
1223,7,185,7,2,3,2,57,48,300,600,1,5
1224,4,507,5,1,3,2,16,56,180,300,2,5
1225,4,65,5,2,3,2,69,46,300,420,3,5
1226,3,376,3,2,3,2,24,84,420,540,4,5
1227,2,459,3,1,3,2,24,57,0,300,3,5
1228,5,33,5,2,3,2,63,49,0,300,4,5
1229,7,168,7,2,3,2,80,73,300,420,1,5
1230,7,193,7,2,3,2,75,55,420,540,1,5
1231,7,113,7,2,3,2,91,80,420,540,4,5
1232,3,133,4,2,3,2,84,93,300,600,3,5
1233,7,385,7,2,3,2,17,36,420,540,1,5
1234,1,303,1,2,3,2,55,65,420,540,2,5
1235,4,171,4,2,3,2,49,22,300,600,3,5
1236,5,50,5,2,3,2,51,21,180,300,1,5
1237,5,556,7,2,3,2,62,84,0,300,3,5
1238,4,203,5,1,3,2,54,45,0,300,2,5
1239,1,206,1,2,3,2,83,42,300,420,4,5
1240,2,117,2,2,3,2,92,67,420,540,2,5
1241,5,490,6,2,3,2,1,73,180,300,2,5
1242,3,52,3,2,3,2,62,11,180,300,1,5
1243,2,525,3,1,3,2,98,73,60,180,1,5
1244,4,296,4,2,3,2,35,61,420,540,3,5
1245,5,284,6,1,3,2,23,96,180,300,2,5
1246,1,250,2,1,3,2,26,93,60,180,4,5
1247,3,361,3,2,3,2,7,32,420,540,2,5
1248,2,364,2,2,3,2,45,8,420,540,2,5
1249,6,63,6,2,3,2,78,60,420,540,1,5
1250,5,456,6,2,3,2,69,55,300,420,1,5
1251,3,81,3,2,3,2,76,10,300,600,3,5
1252,5,211,6,2,3,2,61,50,300,600,2,5
1253,2,105,3,2,3,2,59,9,180,300,2,5
1254,3,497,5,2,3,2,14,68,300,420,4,5
1255,1,335,1,2,3,2,27,34,420,540,3,5
1256,1,187,1,2,3,2,72,32,300,420,4,5
1257,1,422,3,2,3,2,33,51,420,540,3,5
1258,2,0,2,2,3,2,49,7,60,180,1,5
1259,6,104,7,1,3,2,73,14,0,300,4,5
1260,4,225,4,2,3,2,75,30,300,600,3,5
1261,4,354,4,2,3,2,79,74,420,540,2,5
1262,2,115,2,1,3,2,50,63,180,300,1,5
1263,3,140,3,2,3,2,83,25,300,600,4,5
1264,3,536,4,2,3,2,91,35,420,540,3,5
1265,3,422,4,2,3,2,86,95,60,180,2,5
1266,6,126,7,1,3,2,72,73,180,300,1,5
1267,2,67,2,2,3,2,51,94,420,540,3,5
1268,1,349,1,2,3,2,47,13,420,540,1,5
1269,5,104,6,1,3,2,15,66,60,180,1,5
1270,5,580,7,2,3,2,31,25,60,180,4,5
1271,3,209,4,2,3,2,14,9,420,540,1,5
1272,6,192,7,1,3,2,66,68,60,180,1,5
1273,5,292,5,2,3,2,84,97,420,540,3,5
1274,3,351,3,2,3,2,57,28,420,540,4,5
1275,7,315,8,2,3,2,48,69,300,600,2,5
1276,3,324,4,2,3,2,80,63,0,300,3,5
1277,2,210,2,2,3,2,30,68,420,540,4,5
1278,2,289,2,2,3,2,99,54,420,540,3,5
1279,1,371,1,2,3,2,58,12,420,540,4,5
1280,1,470,3,2,3,2,65,24,300,420,4,5
1281,7,127,7,1,3,2,29,89,180,300,2,5
1282,2,514,4,2,3,2,93,15,300,600,1,5
1283,2,566,4,1,3,2,7,17,0,300,3,5
1284,2,23,3,1,3,2,28,83,180,300,2,5
1285,6,126,7,2,3,2,55,33,300,600,2,5
1286,3,39,4,2,3,2,66,14,420,540,4,5
1287,6,553,7,2,3,2,20,88,300,420,2,5
1288,3,460,5,1,3,2,45,34,60,180,4,5
1289,1,597,3,1,3,2,26,63,60,180,1,5
1290,4,85,4,1,3,2,27,29,180,300,1,5
1291,4,399,4,2,3,2,99,0,420,540,3,5
1292,5,93,5,2,3,2,82,18,300,420,2,5
1293,4,355,5,2,3,2,87,97,180,300,1,5
1294,4,264,6,2,3,2,23,51,0,300,3,5
1295,6,109,7,2,3,2,66,5,60,180,2,5
1296,4,507,6,1,3,2,75,89,180,300,2,5
1297,7,508,9,1,3,2,6,67,60,180,1,5
1298,3,132,3,2,3,2,31,35,180,300,4,5
1299,5,539,7,1,3,2,52,64,60,180,1,5
1300,4,231,5,2,3,2,73,82,420,540,3,5
1301,4,208,5,2,3,2,91,48,180,300,3,5
1302,5,277,6,1,3,2,93,44,60,180,1,5
1303,4,358,4,2,3,2,68,90,420,540,4,5
1304,7,325,8,1,3,2,86,77,180,300,1,5
1305,2,223,2,2,3,2,89,78,300,420,3,5
1306,4,505,6,2,3,2,44,30,180,300,2,5
1307,3,10,4,2,3,2,24,32,0,300,2,5
1308,2,372,2,2,3,2,55,27,420,540,3,5
1309,2,549,3,1,3,2,88,52,180,300,2,5
1310,4,74,4,2,3,2,35,59,300,600,2,5
1311,6,355,6,2,3,2,45,4,420,540,3,5
1312,3,259,4,2,3,2,92,90,180,300,2,5
1313,4,29,5,2,3,2,85,82,300,420,1,5
1314,6,519,8,2,3,2,8,6,0,300,1,5
1315,2,339,3,2,3,2,7,0,60,180,2,5
1316,1,530,3,2,3,2,67,24,180,300,2,5
1317,5,464,7,2,3,2,94,18,420,540,4,5
1318,6,94,6,2,3,2,70,35,180,300,1,5
1319,7,436,9,1,3,2,37,50,180,300,1,5
1320,5,445,6,2,3,2,28,73,180,300,3,5
1321,7,3,7,2,3,2,25,75,0,300,4,5
1322,5,300,5,2,3,2,5,57,420,540,3,5
1323,6,313,7,2,3,2,96,15,0,300,1,5
1324,7,81,7,2,3,2,22,37,420,540,4,5
1325,3,27,3,1,3,2,9,2,60,180,2,5
1326,2,471,4,2,3,2,80,75,420,540,1,5
1327,1,443,2,2,3,2,81,72,60,180,1,5
1328,7,374,9,2,3,2,80,42,180,300,3,5
1329,6,592,7,2,3,2,6,57,60,180,1,5
1330,6,457,7,2,3,2,58,84,300,600,3,5
1331,1,414,1,2,3,2,38,74,420,540,1,5
1332,5,44,6,1,3,2,4,18,180,300,2,5
1333,5,590,7,2,3,2,3,96,60,180,4,5
1334,2,465,4,2,3,2,51,55,300,420,4,5
1335,5,224,5,2,3,2,97,35,300,420,4,5
1336,6,401,6,2,3,2,88,41,420,540,2,5
1337,1,486,3,2,3,2,38,62,420,540,4,5
1338,6,27,6,1,3,2,52,68,60,180,3,5
1339,5,519,7,2,3,2,39,5,180,300,3,5
1340,2,241,3,2,3,2,34,54,60,180,1,5
1341,6,402,6,2,3,2,80,50,420,540,1,5
1342,7,324,8,2,3,2,97,36,60,180,4,5
1343,7,38,7,2,3,2,63,13,60,180,4,5
1344,5,501,7,2,3,2,46,76,180,300,1,5
1345,4,456,5,2,3,2,72,56,300,600,2,5
1346,5,513,6,2,3,2,27,48,420,540,4,5
1347,7,292,7,2,3,2,44,19,300,420,1,5
1348,1,302,1,2,3,2,49,22,420,540,1,5
1349,2,20,2,2,3,2,8,97,420,540,3,5
1350,1,178,2,1,3,2,46,58,60,180,4,5
1351,4,217,4,2,3,2,27,88,420,540,1,5
1352,4,545,5,1,3,2,22,22,60,180,2,5
1353,5,155,5,2,3,2,19,79,420,540,2,5
1354,4,197,4,2,3,2,66,79,420,540,4,5
1355,5,498,6,2,3,2,57,47,180,300,3,5
1356,7,444,9,1,3,2,50,73,0,300,4,5
1357,3,227,4,1,3,2,7,37,0,300,2,5
1358,6,213,7,2,3,2,98,93,0,300,1,5
1359,5,305,5,2,3,2,55,85,420,540,4,5
1360,5,463,7,2,3,2,11,48,0,300,2,5
1361,6,347,7,2,3,2,76,72,0,300,3,5
1362,6,442,8,2,3,2,28,17,60,180,3,5
1363,4,403,4,2,3,2,46,34,420,540,2,5
1364,2,560,4,1,3,2,24,38,60,180,3,5
1365,2,496,3,1,3,2,22,17,60,180,4,5
1366,3,185,3,2,3,2,84,15,300,420,3,5
1367,2,110,3,2,3,2,17,57,180,300,1,5
1368,2,102,3,1,3,2,93,16,180,300,4,5
1369,3,174,3,2,3,2,42,34,180,300,3,5
1370,6,592,8,2,3,2,71,61,60,180,3,5
1371,4,408,4,2,3,2,52,32,420,540,1,5
1372,2,143,2,1,3,2,50,64,180,300,2,5
1373,6,580,8,2,3,2,20,22,0,300,4,5
1374,5,412,6,2,3,2,27,76,420,540,4,5
1375,1,574,2,2,3,2,17,7,60,180,2,5
1376,3,359,3,2,3,2,32,13,420,540,1,5
1377,2,63,2,2,3,2,95,29,180,300,4,5
1378,6,145,7,1,3,2,40,56,60,180,3,5
1379,4,448,5,2,3,2,57,10,180,300,2,5
1380,1,557,3,1,3,2,69,5,180,300,1,5
1381,3,374,4,2,3,2,41,65,180,300,3,5
1382,1,340,2,1,3,2,65,13,180,300,4,5
1383,4,256,6,2,3,2,75,24,180,300,2,5
1384,2,141,2,2,3,2,1,91,180,300,4,5
1385,2,528,3,2,3,2,61,43,180,300,1,5
1386,6,4,6,2,3,2,54,51,0,300,1,5
1387,3,26,4,2,3,2,5,48,420,540,3,5
1388,6,421,8,2,3,2,93,32,0,300,1,5
1389,4,214,5,1,3,2,85,82,60,180,1,5
1390,7,359,7,2,3,2,72,69,420,540,3,5
1391,7,314,8,2,3,2,44,31,60,180,2,5
1392,1,436,3,2,3,2,76,60,0,300,4,5
1393,5,87,6,2,3,2,48,83,0,300,4,5
1394,6,575,7,2,3,2,3,55,60,180,1,5
1395,5,533,6,1,3,2,94,69,0,300,4,5
1396,4,377,5,2,3,2,42,4,420,540,1,5
1397,1,9,3,2,3,2,63,35,60,180,3,5
1398,2,524,3,2,3,2,67,5,180,300,2,5
1399,6,162,7,2,3,2,96,56,300,600,2,5
1400,7,255,7,2,3,2,69,69,300,420,2,5
1401,6,179,8,2,3,2,1,20,300,600,4,5
1402,6,573,8,2,3,2,96,76,300,600,3,5
1403,3,164,3,2,3,2,34,21,300,420,1,5
1404,6,370,6,2,3,2,59,56,420,540,1,5
1405,4,420,5,2,3,2,97,82,60,180,3,5
1406,4,227,4,2,3,2,93,70,300,600,1,5
1407,1,181,1,2,3,2,4,48,420,540,2,5
1408,7,74,8,2,3,2,71,94,300,420,1,5
1409,3,299,3,2,3,2,64,77,420,540,4,5
1410,4,318,4,2,3,2,32,57,420,540,3,5
1411,5,277,5,2,3,2,64,37,300,600,4,5
1412,7,247,7,2,3,2,52,94,300,420,3,5
1413,5,398,6,2,3,2,0,83,180,300,3,5
1414,6,224,7,1,3,2,88,67,0,300,3,5
1415,1,409,1,2,3,2,32,73,420,540,2,5
1416,4,306,4,2,3,2,38,100,420,540,4,5
1417,7,117,8,2,3,2,0,33,300,600,2,5
1418,1,190,3,1,3,2,58,35,0,300,2,5
1419,4,563,6,2,3,2,43,100,60,180,1,5
1420,7,117,7,2,3,2,13,60,420,540,3,5
1421,5,395,6,2,3,2,33,82,420,540,3,5
1422,3,64,4,2,3,2,19,92,300,420,2,5
1423,3,312,3,2,3,2,94,26,420,540,4,5
1424,6,404,7,1,3,2,90,49,180,300,1,5
1425,3,441,5,2,3,2,72,72,60,180,1,5
1426,2,384,2,2,3,2,47,24,420,540,3,5
1427,5,291,6,1,3,2,65,39,180,300,1,5
1428,6,77,6,2,3,2,95,99,300,600,2,5
1429,7,191,8,2,3,2,57,7,60,180,3,5
1430,2,79,3,2,3,2,46,75,60,180,2,5
1431,4,534,5,1,3,2,34,88,60,180,2,5
1432,2,422,3,1,3,2,22,7,0,300,3,5
1433,4,583,6,1,3,2,22,19,60,180,2,5
1434,1,291,1,2,3,2,41,94,420,540,3,5
1435,1,206,1,2,3,2,14,83,420,540,3,5
1436,4,457,5,1,3,2,40,13,0,300,2,5
1437,5,13,5,2,3,2,20,80,60,180,3,5
1438,5,75,5,1,3,2,49,97,180,300,1,5
1439,3,103,3,1,3,2,16,67,180,300,3,5
1440,1,169,1,2,3,2,44,6,300,420,2,5
1441,5,186,5,2,3,2,20,92,420,540,1,5
1442,7,108,7,2,3,2,15,40,180,300,1,5
1443,7,547,9,2,3,2,19,51,60,180,3,5
1444,3,134,4,1,3,2,48,38,180,300,2,5
1445,6,440,8,2,3,2,87,34,0,300,3,5
1446,6,359,6,2,3,2,53,75,420,540,3,5
1447,2,132,4,1,3,2,93,3,180,300,4,5
1448,4,278,4,2,3,2,13,92,420,540,3,5
1449,7,80,7,2,3,2,56,5,300,420,2,5
1450,6,454,8,2,3,2,34,43,60,180,1,5
1451,3,206,4,2,3,2,96,18,300,600,1,5
1452,3,434,4,2,3,2,58,28,420,540,4,5
1453,3,547,5,1,3,2,26,24,0,300,2,5
1454,3,280,3,2,3,2,48,79,300,600,2,5
1455,3,573,4,1,3,2,0,94,60,180,4,5
1456,4,375,4,2,3,2,99,86,420,540,2,5
1457,2,86,2,2,3,2,50,86,300,420,2,5
1458,2,296,2,2,3,2,51,21,420,540,2,5
1459,5,139,6,2,3,2,8,72,420,540,3,5
1460,5,234,5,2,3,2,10,11,420,540,3,5
1461,5,66,5,1,3,2,89,71,180,300,1,5
1462,7,590,8,1,3,2,25,74,180,300,3,5
1463,2,239,3,2,3,2,90,72,420,540,4,5
1464,3,185,3,2,3,2,11,97,300,420,2,5
1465,1,205,1,2,3,2,43,32,420,540,2,5
1466,4,41,4,2,3,2,70,84,180,300,3,5
1467,3,112,3,2,3,2,53,41,420,540,1,5
1468,2,437,3,2,3,2,4,3,60,180,4,5
1469,6,186,6,2,3,2,33,60,300,600,3,5
1470,3,361,3,2,3,2,51,74,420,540,4,5
1471,2,342,2,2,3,2,48,92,420,540,1,5
1472,4,63,4,2,3,2,48,75,420,540,3,5
1473,7,135,8,2,3,2,8,4,0,300,1,5
1474,4,478,5,2,3,2,13,53,60,180,3,5
1475,3,249,3,2,3,2,18,73,300,600,1,5
1476,3,116,3,2,3,2,9,87,420,540,1,5
1477,4,354,4,2,3,2,17,21,420,540,4,5
1478,5,171,6,1,3,2,54,94,180,300,4,5
1479,1,586,2,2,3,2,34,44,0,300,4,5
1480,1,442,3,2,3,2,0,71,420,540,4,5
1481,7,455,8,2,3,2,58,95,60,180,3,5
1482,2,264,3,2,3,2,66,34,420,540,4,5
1483,3,414,4,2,3,2,64,76,180,300,3,5
1484,6,5,7,2,3,2,22,43,420,540,3,5
1485,5,567,7,2,3,2,38,93,300,420,3,5
1486,5,263,5,2,3,2,1,0,420,540,3,5
1487,6,339,7,2,3,2,100,14,300,600,4,5
1488,3,135,3,1,3,2,70,27,180,300,2,5
1489,6,299,6,2,3,2,53,67,420,540,1,5
1490,2,351,2,2,3,2,47,48,420,540,4,5
1491,5,80,5,2,3,2,98,88,180,300,1,5
1492,5,585,6,2,3,2,90,41,300,600,4,5
1493,2,560,4,2,3,2,59,45,180,300,4,5
1494,3,488,5,1,3,2,41,24,0,300,1,5
1495,1,329,1,2,3,2,72,66,420,540,1,5
1496,3,235,3,2,3,2,74,76,420,540,1,5
1497,4,541,5,2,3,2,0,36,300,600,2,5
1498,4,530,6,2,3,2,44,46,0,300,3,5
1499,1,11,2,2,3,2,1,86,300,600,3,5
1500,3,273,3,2,3,2,58,49,300,600,2,5
1501,6,74,6,2,3,2,98,1,300,600,4,5
1502,6,202,7,2,3,2,26,30,180,300,3,5
1503,6,116,6,2,3,2,80,27,300,420,4,5
1504,4,290,5,2,3,2,11,3,300,600,2,5
1505,4,377,4,2,3,2,76,85,420,540,4,5
1506,6,109,6,2,3,2,64,47,180,300,1,5
1507,6,330,6,2,3,2,66,81,420,540,3,5
1508,4,582,6,2,3,2,73,22,180,300,1,5
1509,2,222,2,2,3,2,17,74,300,420,2,5
1510,5,591,6,2,3,2,42,1,60,180,3,5
1,,,2,2,2,2,67,6,300,420,2,5
2,,,2,2,2,2,78,3,0,300,4,5
3,,,1,1,2,2,58,41,300,600,4,5
4,,,2,2,2,2,68,2,60,180,2,5
5,,,2,2,2,2,87,17,420,540,1,5
6,,,1,1,2,1,39,65,300,600,3,5
7,,,2,2,2,1,30,27,300,600,2,5
8,,,1,1,2,1,55,61,420,540,2,5
9,,,2,2,2,1,11,48,0,300,2,5
10,,,2,2,2,1,73,20,0,300,3,5
11,,,5,2,2,2,38,15,60,180,4,5
12,,,8,2,2,2,31,27,60,180,2,5
13,,,8,1,2,2,89,90,420,540,2,5
14,,,2,2,2,2,91,51,180,300,1,5
15,,,8,1,2,2,43,85,300,600,3,5
16,,,4,2,2,2,84,78,300,600,2,5
17,,,4,1,2,2,34,36,300,600,2,5
18,,,8,2,2,2,66,63,300,600,2,5
19,,,3,2,2,2,1,61,420,540,2,5
20,,,7,2,2,2,39,96,300,600,3,5
21,,,5,2,2,2,77,71,420,540,1,5
22,,,7,1,2,2,1,57,420,540,1,5
23,,,6,2,2,2,3,8,60,180,3,5
24,,,7,2,2,2,11,55,420,540,1,5
25,,,3,2,2,2,85,4,300,600,2,5
26,,,5,2,2,2,27,76,300,600,4,5
27,,,3,1,2,2,50,46,420,540,2,5
28,,,3,2,2,2,55,54,420,540,2,5
29,,,9,2,2,2,40,96,180,300,1,5
30,,,7,2,2,2,23,13,300,600,4,5
31,,,4,2,2,2,28,48,420,540,4,5
32,,,3,2,2,2,64,9,300,600,2,5
33,,,2,2,2,2,43,98,300,420,2,5
34,,,2,1,2,2,13,82,300,600,4,5
35,,,6,1,2,2,47,15,300,600,4,5
36,,,4,1,2,2,96,18,420,540,3,5
37,,,9,2,2,2,62,81,180,300,3,5
38,,,5,2,2,2,89,22,0,300,3,5
39,,,8,2,2,2,22,64,60,180,2,5
40,,,8,2,2,2,96,66,420,540,1,5
41,,,2,2,2,2,57,20,420,540,4,5
42,,,3,1,2,2,52,69,420,540,4,5
43,,,6,2,2,2,48,14,180,300,2,5
44,,,7,2,2,2,43,28,0,300,2,5
45,,,6,2,2,2,20,4,180,300,2,5
46,,,6,2,2,2,67,88,0,300,4,5
47,,,7,1,2,2,77,47,300,600,1,5
48,,,5,2,2,2,23,24,0,300,4,5
49,,,7,2,2,2,10,0,180,300,4,5
50,,,3,2,2,2,41,6,60,180,1,5
51,,,6,2,2,2,13,100,300,420,4,5
52,,,4,2,2,2,47,55,420,540,3,5
53,,,5,2,2,2,0,57,300,420,3,5
54,,,3,2,2,2,74,59,300,420,1,5
55,,,6,2,2,2,56,85,0,300,3,5
56,,,5,2,2,2,48,55,60,180,1,5
57,,,6,1,2,2,6,93,420,540,4,5
58,,,7,2,2,2,98,88,0,300,2,5
59,,,2,2,2,2,65,99,420,540,4,5
60,,,4,2,2,2,68,88,420,540,4,5
61,,,6,2,2,2,43,4,180,300,1,5
62,,,4,2,2,2,56,74,300,600,1,5
63,,,4,2,2,2,12,37,420,540,3,5
64,,,2,1,2,2,37,46,420,540,2,5
65,,,4,1,2,2,88,66,420,540,2,5
66,,,6,2,2,2,3,38,0,300,4,5
67,,,8,2,2,2,47,79,300,600,1,5
68,,,3,2,2,2,6,93,0,300,2,5
69,,,4,1,2,2,63,48,300,600,1,5
70,,,4,2,2,2,88,65,0,300,3,5
71,,,9,2,2,2,17,73,420,540,1,5
72,,,4,1,2,2,4,76,420,540,2,5
73,,,9,2,2,2,6,14,300,600,2,5
74,,,4,1,2,2,15,57,420,540,3,5
75,,,5,1,2,2,76,83,420,540,4,5
76,,,9,1,2,2,69,11,300,600,2,5
77,,,3,2,2,2,97,68,0,300,4,5
78,,,7,2,2,2,12,63,0,300,2,5
